page,institution,sn,programme,code,admission_requirements,minimum_points,capacity,duration_years,problems
55,"College of Business Education (CBE), Dodoma",10.,Bachelor of Banking and Finance,CBM10,"Two principal passes in the following subjects: History, Geography, Kiswahili, English, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,150,3,
55,"College of Business Education (CBE), Dodoma",11.,Bachelor of Marketing and Tourism and Events Management,CBM11,"Two principal passes in the following subjects: History, Geography, Kiswahili, English, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,80,3,
55,"College of Business Education (CBE), Dodoma",12.,Bachelor of Logistics and Transport Management,CBM12,"Two principal passes in the following subjects: History, Geography, Kiswahili, English, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,80,3,
56,"College of Business Education (CBE), Dodoma",13.,Bachelor Degree in Accountancy and Finance,CBM13,"Two principal passes in the following subjects: Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, Advanced Mathematics, Accountancy, English Language, Kiswahili, Commerce, Economics. If one of the principal passes is not in Advanced Mathematics, an applicant must have at least a Pass in Basic Mathematics at O–Level.",4,100,3,
56,"College of Business Education (CBE), Dodoma",14.,Bachelor Degree in Metrology and Standardization,CBM14,"Two principal passes in the following subjects: Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Geography, Computer Science or Nutrition, one of the principal passes MUST BE either Physics or Advanced Mathematics.",4,100,3,
56,"College of Business Education (CBE), Dodoma",15.,Bachelor Degree in Accountancy and Economics with Education,CBM15,Two principal passes in non-religious subjects including Advanced Mathematics / Basic Applied Mathematics.,4,80,3,
56,"College of Business Education (CBE), Dodoma",16.,Bachelor of Business Administration in Human Resources Management,CBM16,"Two Principal passes in the following subjects: Accountancy, Economics, Commerce, Advanced Mathematics, Geography, Physics, English, Kiswahili, History, Chemistry, Biology.",4,200,3,
57,"College of Business Education (CBE), Dodoma",17.,Bachelor Degree in Human Resources Management,CBM17,"Two Principal passes in the following subjects: Accountancy, Economics, Commerce, Advanced Mathematics, Geography, Physics, English, Kiswahili, History, Chemistry, Biology.",4,100,3,
57,"College of Business Education (CBE), Dodoma",18.,Bachelor degree in Commerce and Accountancy with Education,CBM18,Two principal passes in non religious subject including Advanced Mathematics / Basic Applied Mathematics.,4,25,3,
58,"College of Business Education (CBE), Mwanza",1.,Bachelor Degree in Accountancy,CBMZ1,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, Environment, History, English Language, Mathematics, Economics, Kiswahili, Accountancy or Commerce.",4.0,80,3,
58,"College of Business Education (CBE), Mwanza",2.,Bachelor Degree in Business Administration,CBMZ2,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Kiswahili Agriculture, Environment, History, English Language, Mathematics, Economics, Accountancy or Commerce.",4.0,75,3,
58,"College of Business Education (CBE), Mwanza",3.,Bachelor Degree in Procurement and Supply Management,CBMZ4,"Two principal passes in the following subjects: History, Geography, Kiswahili, English, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,75,3,
58,"College of Business Education (CBE), Mwanza",4.,Bachelor Degree in Business Studies with Education,CBMZ5,"Two principal passes in the following subjects: History, Geography, Kiswahili, English, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3,
58,"College of Business Education (CBE), Mwanza",5.,Bachelor Degree in Marketing,CBMZ6,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Kiswahili, French, Arabic, Fine Art, Agriculture, History, English Language, Mathematics, Economics, Accountancy, Commerce or Nutrition.",4.0,100,3,
59,"College of Business Education (CBE), Mwanza",6.,Bachelor Degree of Business Administration in Human Resources Management,CBMZ7,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,60,3,
59,"College of Business Education (CBE), Mwanza",7.,Bachelor Degree in Accountacy and Finance,CBMZ8,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,50,3,
59,"College of Business Education (CBE), Mwanza",8.,Bachelor Degree in Accountancy and Taxation,CBMZ9,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,60,3,
59,"College of Business Education (CBE), Mwanza",9.,Bachelor Degree in Transport and Logistics Management,CBMZ10,"Two principal passes in the following subjects: Advanced Mathematics, Accountancy, Economics, Commerce, Fine Arts, Geography, Physics, English, History, Chemistry, Biology, Agriculture, Computer Science or Nutrition.",4.0,100,3,
60,"College of Business Education (CBE), Mwanza",10.,Bachelor Degree of Marketing in Tourism and Event Management,CBMZ11,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, Literature, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3,
61,"College of Business Education (CBE), Mbeya",1.,Bachelor Degree in Accountancy,CBMB01,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Agriculture, Nutrition, Environment, History, English Language, Mathematics, Economics, Kiswahili, Accountancy or Commerce.",4.0,50,3,
61,"College of Business Education (CBE), Mbeya",2.,Bachelor Degree in Business Administration.,CBMB02,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Kiswahili, French, Arabic, Fine Art, Agriculture, History, English Language, Mathematics, Economics, Accountancy, Commerce or Food and Nutrition.",4.0,50,3,
61,"College of Business Education (CBE), Mbeya",3.,Bachelor Degree in Marketing,CBMB03,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Kiswahili, French, Arabic, Fine Art, Agriculture, History, English Language, Mathematics, Economics, Accountancy, Commerce or Food and Nutrition.",4.0,50,3,
61,"College of Business Education (CBE), Mbeya",4.,Bachelor Degree in Procurement and Supply Chain Management,CBMB04,"Two principal passes in the following subjects; Biology, Chemistry, Physics, Geography, Kiswahili, Agriculture, Environment, History, English Language, Mathematics, Economics, Accountancy or Commerce.",4.0,100,3,
62,"Dr. Salim Ahmed Salim Centre for Foreign Relations (CFR), Dar es Salaam",1.,Bachelor Degree in International Relations and Diplomacy,CFR01,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, Literature in English, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,150,3,
62,"Dr. Salim Ahmed Salim Centre for Foreign Relations (CFR), Dar es Salaam",2.,Bachelor Degree in Governance and Strategic Leadership.,CFR02,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, Literature in English, French, Arabic, Fine Arts, Economics, Commerce,Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3,
63,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",1.,Bachelor of Engineering in Civil Engineering,DT001,Two principal passes in Physics and Advanced Mathematics An applicant must have at least a pass in Basic Mathematics and Physics at O - Level.,4.0,280,4,
63,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",2.,Bachelor of Engineering in Computer Engineering,DT002,Two principal passes in Physics and Advanced Mathematics. An applicant must have at least a pass in Basic Mathematics and Physics at O - Level.,4.0,220,4,
63,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",3.,Bachelor of Engineering in Electrical Engineering,DT003,Two principal passes in Physics and Advanced Mathematics. An applicant must have at least a pass in Basic Mathematics and Physics at O - Level.,4.0,200,4,
63,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",4.,Bachelor of Engineering in Electronics and Telecommunication Engineering,DT004,Two principal passes in Physics and Advanced Mathematics. An applicant must have at least a pass in Basic Mathematics and Physics at O - Level.,4.0,150,4,
63,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",5.,Bachelor of Engineering in Mechanical Engineering,DT005,Two principal passes in Physics and Advanced Mathematics. An applicant must have at least a pass in Basic Mathematics and Physics at O - Level.,4.0,200,4,
64,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",6.,Bachelor of Engineering in Oil and Gas Engineering,DT006,Two principal passes in Physics and Advanced Mathematics.,4.0,50,4,
64,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",7.,Bachelor of Technology in Laboratory Science,DT007,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry and Biology, with not less than four passes at O’ Level including Basic Mathematics and Physics.",4.0,120,3,
64,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",8.,Bachelor of Mining Engineering,DT008,Two principal passes in Physics and Advanced Mathematics.,4.0,35,4,
64,"Dar es Salaam Institute of Technology (DIT), Dar es Salaam",9.,Bachelor of Engineering in Biomedical Engineering,DT009,Two principal passes in Physics and Advanced Mathematics. An applicant MUST HAVE at least a pass in Basic Mathematics and Physics at O - Level.,4.0,160,4,
65,"Dar es Salaam Institute of Technology (DIT), Mwanza Campus",1.,Bachelor of technology in laboratory science,DTM001,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry and Biology, with not less than four passes at O’ Level, including Basic Mathematics and Physics.",4.0,60,3,
66,"Dar es Salaam Maritime Institute (DMI), Dar es Salaam",1.,Bachelor Degree in Maritime Transport and Nautical Science,DMI01,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry or Geography.",4.0,25,4,
